task_id,Unnamed: 0,parents,job_id,instances_num,task_type,status,start_time,end_time,cpu,memory,duration,submit_time,disk,EST,EFT,MET,LFT,AST,VmId,ru,children,initial_EST,initial_EFT,initial_MET,initial_LFT,rankScore
ID00000_0,0,[],ID00000,1,Genome,Terminated,0,100000000000,1,378,1,0,0,0,5,5,99.0,1000.0,8,134.0,"['ID00001_0', 'ID00001_1', 'ID00001_2']",0,9,9,875.0,1
ID00000_1,1,[],ID00000,1,Genome,Terminated,0,100000000000,1,378,1,0,0,0,5,5,99.0,1000.0,9,134.0,"['ID00001_0', 'ID00001_1', 'ID00001_2']",0,9,9,875.0,2
ID00001_0,2,['ID00000'],ID00001,1,Genome,Terminated,0,100000000000,1,378,1,0,0,9,14,5,102.0,1000.0,8,125.0,"['ID00002_0', 'ID00002_1']",9,18,9,884.0,3
ID00001_1,3,['ID00000'],ID00001,1,Genome,Terminated,0,100000000000,1,187,1,0,0,9,12,3,104.0,1000.0,9,121.0,"['ID00002_0', 'ID00002_1']",9,14,5,884.0,4
ID00001_2,4,['ID00000'],ID00001,1,Genome,Terminated,0,100000000000,1,191,1,0,0,9,12,3,104.0,1000.0,10,121.0,"['ID00002_0', 'ID00002_1']",9,14,5,884.0,5
ID00002_0,5,['ID00001'],ID00002,1,Genome,Terminated,0,100000000000,1,187,1,0,0,18,21,3,107.0,1000.0,8,116.0,"['ID00003_0', 'ID00003_1']",18,23,5,889.0,6
ID00002_1,6,['ID00001'],ID00002,1,Genome,Terminated,0,100000000000,1,197,1,0,0,18,21,3,107.0,1000.0,9,116.0,"['ID00003_0', 'ID00003_1']",18,23,5,889.0,7
ID00003_0,7,['ID00002'],ID00003,1,Genome,Terminated,0,100000000000,1,197,1,0,0,23,26,3,108.0,1000.0,8,111.0,"['ID00004_0', 'ID00004_1', 'ID00004_2']",23,28,5,894.0,8
ID00003_1,8,['ID00002'],ID00003,1,Genome,Terminated,0,100000000000,1,50,1,0,0,23,24,1,110.0,1000.0,9,108.0,"['ID00004_0', 'ID00004_1', 'ID00004_2']",23,25,2,894.0,9
ID00004_0,9,['ID00003'],ID00004,1,Genome,Terminated,0,100000000000,1,2369,1,0,0,28,58,30,82.0,1000.0,8,106.0,"['ID00005_0', 'ID00005_1', 'ID00005_2', 'ID00005_3']",28,79,51,945.0,10
ID00004_1,10,['ID00003'],ID00004,1,Genome,Terminated,0,100000000000,1,50,1,0,0,28,29,1,111.0,1000.0,9,57.0,"['ID00005_0', 'ID00005_1', 'ID00005_2', 'ID00005_3']",28,30,2,945.0,11
ID00004_2,11,['ID00003'],ID00004,1,Genome,Terminated,0,100000000000,1,54,1,0,0,28,29,1,111.0,1000.0,10,57.0,"['ID00005_0', 'ID00005_1', 'ID00005_2', 'ID00005_3']",28,30,2,945.0,12
ID00005_0,12,['ID00004'],ID00005,1,Genome,Terminated,0,100000000000,1,54,1,0,0,79,80,1,111.0,1000.0,8,55.0,"['ID00006_0', 'ID00006_1']",79,81,2,947.0,13
ID00005_1,13,['ID00004'],ID00005,1,Genome,Terminated,0,100000000000,1,50,1,0,0,79,80,1,111.0,1000.0,9,55.0,"['ID00006_0', 'ID00006_1']",79,81,2,947.0,14
ID00005_2,14,['ID00004'],ID00005,1,Genome,Terminated,0,100000000000,1,2,1,0,0,79,80,1,111.0,1000.0,0,54.0,"['ID00006_0', 'ID00006_1']",79,80,1,947.0,15
ID00005_3,15,['ID00004'],ID00005,1,Genome,Terminated,0,100000000000,1,0,1,0,0,79,79,0,112.0,1000.0,1,53.0,"['ID00006_0', 'ID00006_1']",79,79,0,947.0,16
ID00006_0,16,['ID00005'],ID00006,1,Genome,Terminated,0,100000000000,1,50,1,0,0,81,82,1,112.0,1000.0,8,53.0,"['ID00007_0', 'ID00007_1', 'ID00007_2']",81,83,2,949.0,17
ID00006_1,17,['ID00005'],ID00006,1,Genome,Terminated,0,100000000000,1,1,1,0,0,81,82,1,112.0,1000.0,0,52.0,"['ID00007_0', 'ID00007_1', 'ID00007_2']",81,82,1,949.0,18
ID00007_0,18,['ID00006'],ID00007,1,Genome,Terminated,0,100000000000,1,2369,1,0,0,83,113,30,113.0,1000.0,8,51.0,[],83,134,51,1000.0,19
ID00007_1,19,['ID00006'],ID00007,1,Genome,Terminated,0,100000000000,1,1,1,0,0,83,84,1,113.0,1000.0,0,1.0,[],83,84,1,1000.0,20
ID00007_2,20,['ID00006'],ID00007,1,Genome,Terminated,0,100000000000,1,4,1,0,0,83,84,1,113.0,1000.0,1,1.0,[],83,84,1,1000.0,21
