task_id,Unnamed: 0,parents,job_id,instances_num,task_type,status,start_time,end_time,cpu,memory,duration,submit_time,disk,EST,EFT,MET,LFT,AST,VmId,ru,children,initial_EST,initial_EFT,initial_MET,initial_LFT,rankScore
ID00000_0,0,[],ID00000,1,Genome,Terminated,0,100000000000,1,424,1,0,0,0,6,6,91.0,1000.0,8,124.0,"['ID00001_0', 'ID00001_1', 'ID00001_2']",0,10,10,886.0,1
ID00000_1,1,[],ID00000,1,Genome,Terminated,0,100000000000,1,424,1,0,0,0,6,6,91.0,1000.0,9,124.0,"['ID00001_0', 'ID00001_1', 'ID00001_2']",0,10,10,886.0,2
ID00001_0,2,['ID00000'],ID00001,1,Genome,Terminated,0,100000000000,1,424,1,0,0,10,16,6,94.0,1000.0,8,114.0,"['ID00002_0', 'ID00002_1']",10,20,10,896.0,3
ID00001_1,3,['ID00000'],ID00001,1,Genome,Terminated,0,100000000000,1,209,1,0,0,10,13,3,97.0,1000.0,9,109.0,"['ID00002_0', 'ID00002_1']",10,15,5,896.0,4
ID00001_2,4,['ID00000'],ID00001,1,Genome,Terminated,0,100000000000,1,215,1,0,0,10,13,3,97.0,1000.0,10,109.0,"['ID00002_0', 'ID00002_1']",10,15,5,896.0,5
ID00002_0,5,['ID00001'],ID00002,1,Genome,Terminated,0,100000000000,1,209,1,0,0,20,23,3,99.0,1000.0,8,104.0,"['ID00003_0', 'ID00003_1']",20,25,5,901.0,6
ID00002_1,6,['ID00001'],ID00002,1,Genome,Terminated,0,100000000000,1,131,1,0,0,20,22,2,100.0,1000.0,9,102.0,"['ID00003_0', 'ID00003_1']",20,23,3,901.0,7
ID00003_0,7,['ID00002'],ID00003,1,Genome,Terminated,0,100000000000,1,131,1,0,0,25,27,2,101.0,1000.0,8,99.0,"['ID00004_0', 'ID00004_1', 'ID00004_2']",25,28,3,904.0,8
ID00003_1,8,['ID00002'],ID00003,1,Genome,Terminated,0,100000000000,1,29,1,0,0,25,26,1,102.0,1000.0,4,97.0,"['ID00004_0', 'ID00004_1', 'ID00004_2']",25,26,1,904.0,9
ID00004_0,9,['ID00003'],ID00004,1,Genome,Terminated,0,100000000000,1,2156,1,0,0,28,55,27,77.0,1000.0,8,96.0,"['ID00005_0', 'ID00005_1', 'ID00005_2', 'ID00005_3']",28,75,47,951.0,10
ID00004_1,10,['ID00003'],ID00004,1,Genome,Terminated,0,100000000000,1,29,1,0,0,28,29,1,103.0,1000.0,4,50.0,"['ID00005_0', 'ID00005_1', 'ID00005_2', 'ID00005_3']",28,29,1,951.0,11
ID00004_2,11,['ID00003'],ID00004,1,Genome,Terminated,0,100000000000,1,31,1,0,0,28,29,1,103.0,1000.0,5,50.0,"['ID00005_0', 'ID00005_1', 'ID00005_2', 'ID00005_3']",28,29,1,951.0,12
ID00005_0,12,['ID00004'],ID00005,1,Genome,Terminated,0,100000000000,1,31,1,0,0,75,76,1,103.0,1000.0,4,49.0,"['ID00006_0', 'ID00006_1']",75,76,1,952.0,13
ID00005_1,13,['ID00004'],ID00005,1,Genome,Terminated,0,100000000000,1,29,1,0,0,75,76,1,103.0,1000.0,5,49.0,"['ID00006_0', 'ID00006_1']",75,76,1,952.0,14
ID00005_2,14,['ID00004'],ID00005,1,Genome,Terminated,0,100000000000,1,1,1,0,0,75,76,1,103.0,1000.0,0,49.0,"['ID00006_0', 'ID00006_1']",75,76,1,952.0,15
ID00005_3,15,['ID00004'],ID00005,1,Genome,Terminated,0,100000000000,1,0,1,0,0,75,75,0,104.0,1000.0,1,48.0,"['ID00006_0', 'ID00006_1']",75,75,0,952.0,16
ID00006_0,16,['ID00005'],ID00006,1,Genome,Terminated,0,100000000000,1,29,1,0,0,76,77,1,103.0,1000.0,4,48.0,"['ID00007_0', 'ID00007_1', 'ID00007_2']",76,77,1,953.0,17
ID00006_1,17,['ID00005'],ID00006,1,Genome,Terminated,0,100000000000,1,0,1,0,0,76,76,0,104.0,1000.0,0,47.0,"['ID00007_0', 'ID00007_1', 'ID00007_2']",76,76,0,953.0,18
ID00007_0,18,['ID00006'],ID00007,1,Genome,Terminated,0,100000000000,1,2156,1,0,0,77,104,27,104.0,1000.0,8,47.0,[],77,124,47,1000.0,19
ID00007_1,19,['ID00006'],ID00007,1,Genome,Terminated,0,100000000000,1,0,1,0,0,77,77,0,104.0,1000.0,0,0.0,[],77,77,0,1000.0,20
ID00007_2,20,['ID00006'],ID00007,1,Genome,Terminated,0,100000000000,1,0,1,0,0,77,77,0,104.0,1000.0,0,0.0,[],77,77,0,1000.0,21
