task_id,Unnamed: 0,parents,job_id,instances_num,task_type,status,start_time,end_time,cpu,memory,duration,submit_time,disk,EST,EFT,MET,LFT,AST,VmId,ru,children,initial_EST,initial_EFT,initial_MET,initial_LFT,rankScore
ID00000_0,0,[],ID00000,1,Genome,Terminated,0,100000000000,1,337,1,0,0,0,5,5,89.0,1000.0,8,121.0,"['ID00001_0', 'ID00001_1', 'ID00001_2']",0,8,8,887.0,1
ID00000_1,1,[],ID00000,1,Genome,Terminated,0,100000000000,1,337,1,0,0,0,5,5,89.0,1000.0,9,121.0,"['ID00001_0', 'ID00001_1', 'ID00001_2']",0,8,8,887.0,2
ID00001_0,2,['ID00000'],ID00001,1,Genome,Terminated,0,100000000000,1,337,1,0,0,8,13,5,92.0,1000.0,8,113.0,"['ID00002_0', 'ID00002_1']",8,16,8,895.0,3
ID00001_1,3,['ID00000'],ID00001,1,Genome,Terminated,0,100000000000,1,171,1,0,0,8,11,3,94.0,1000.0,9,109.0,"['ID00002_0', 'ID00002_1']",8,12,4,895.0,4
ID00001_2,4,['ID00000'],ID00001,1,Genome,Terminated,0,100000000000,1,166,1,0,0,8,11,3,94.0,1000.0,10,109.0,"['ID00002_0', 'ID00002_1']",8,12,4,895.0,5
ID00002_0,5,['ID00001'],ID00002,1,Genome,Terminated,0,100000000000,1,171,1,0,0,16,19,3,96.0,1000.0,8,105.0,"['ID00003_0', 'ID00003_1']",16,20,4,899.0,6
ID00002_1,6,['ID00001'],ID00002,1,Genome,Terminated,0,100000000000,1,122,1,0,0,16,18,2,97.0,1000.0,9,104.0,"['ID00003_0', 'ID00003_1']",16,19,3,899.0,7
ID00003_0,7,['ID00002'],ID00003,1,Genome,Terminated,0,100000000000,1,122,1,0,0,20,22,2,98.0,1000.0,8,101.0,"['ID00004_0', 'ID00004_1', 'ID00004_2']",20,23,3,902.0,8
ID00003_1,8,['ID00002'],ID00003,1,Genome,Terminated,0,100000000000,1,32,1,0,0,20,21,1,99.0,1000.0,4,99.0,"['ID00004_0', 'ID00004_1', 'ID00004_2']",20,21,1,902.0,9
ID00004_0,9,['ID00003'],ID00004,1,Genome,Terminated,0,100000000000,1,2214,1,0,0,23,51,28,73.0,1000.0,8,98.0,"['ID00005_0', 'ID00005_1', 'ID00005_2', 'ID00005_3']",23,71,48,950.0,10
ID00004_1,10,['ID00003'],ID00004,1,Genome,Terminated,0,100000000000,1,32,1,0,0,23,24,1,100.0,1000.0,4,51.0,"['ID00005_0', 'ID00005_1', 'ID00005_2', 'ID00005_3']",23,24,1,950.0,11
ID00004_2,11,['ID00003'],ID00004,1,Genome,Terminated,0,100000000000,1,34,1,0,0,23,24,1,100.0,1000.0,5,51.0,"['ID00005_0', 'ID00005_1', 'ID00005_2', 'ID00005_3']",23,24,1,950.0,12
ID00005_0,12,['ID00004'],ID00005,1,Genome,Terminated,0,100000000000,1,34,1,0,0,71,72,1,100.0,1000.0,4,50.0,"['ID00006_0', 'ID00006_1']",71,72,1,951.0,13
ID00005_1,13,['ID00004'],ID00005,1,Genome,Terminated,0,100000000000,1,32,1,0,0,71,72,1,100.0,1000.0,5,50.0,"['ID00006_0', 'ID00006_1']",71,72,1,951.0,14
ID00005_2,14,['ID00004'],ID00005,1,Genome,Terminated,0,100000000000,1,1,1,0,0,71,72,1,100.0,1000.0,0,50.0,"['ID00006_0', 'ID00006_1']",71,72,1,951.0,15
ID00005_3,15,['ID00004'],ID00005,1,Genome,Terminated,0,100000000000,1,0,1,0,0,71,71,0,101.0,1000.0,1,49.0,"['ID00006_0', 'ID00006_1']",71,71,0,951.0,16
ID00006_0,16,['ID00005'],ID00006,1,Genome,Terminated,0,100000000000,1,32,1,0,0,72,73,1,100.0,1000.0,4,49.0,"['ID00007_0', 'ID00007_1', 'ID00007_2']",72,73,1,952.0,17
ID00006_1,17,['ID00005'],ID00006,1,Genome,Terminated,0,100000000000,1,0,1,0,0,72,72,0,101.0,1000.0,0,48.0,"['ID00007_0', 'ID00007_1', 'ID00007_2']",72,72,0,952.0,18
ID00007_0,18,['ID00006'],ID00007,1,Genome,Terminated,0,100000000000,1,2214,1,0,0,73,101,28,101.0,1000.0,8,48.0,[],73,121,48,1000.0,19
ID00007_1,19,['ID00006'],ID00007,1,Genome,Terminated,0,100000000000,1,0,1,0,0,73,73,0,101.0,1000.0,0,0.0,[],73,73,0,1000.0,20
ID00007_2,20,['ID00006'],ID00007,1,Genome,Terminated,0,100000000000,1,0,1,0,0,73,73,0,101.0,1000.0,0,0.0,[],73,73,0,1000.0,21
